30000 30000
26971 11269 88
26971 19606 54
26971 24674 -84
26971 26692 99
26972 5959 10
26972 28234 21
26972 28433 100
26972 28516 56
26973 2561 -24
26973 2917 -3
26973 11729 -23
26973 23088 67
26973 29988 45
26974 315 -82
26974 4288 -58
26974 9748 71
26974 11993 -15
26974 13804 63
26974 15655 -20
26974 27625 -46
26975 1671 -3
26975 11116 51
26975 25600 71
26975 27497 75
26975 29908 95
26976 24270 -94
26977 6399 72
26977 11722 -53
26977 19189 -34
26977 28216 53
26978 2093 81
26978 9271 -25
26978 15508 -54
26979 1719 45
26979 17609 -75
26979 18454 26
26979 28218 51
26980 5023 80
26980 9697 30
26980 14552 -93
26981 1696 -31
26981 4620 -49
26981 5570 -94
26981 18216 52
26981 19945 40
26981 20541 -38
26982 10082 73
26982 17358 -29
26982 21077 -87
26983 4693 59
26983 12792 29
26983 22042 94
26983 29527 -89
26983 29621 66
26984 9807 -93
26984 12637 65
26984 29123 -77
26985 192 92
26985 7677 -59
26985 8667 54
26985 15188 77
26985 17371 5
26985 29874 -82
26986 20431 10
26986 21198 76
26986 23912 4
26986 24391 91
26986 26353 -69
26986 26687 42
26987 5092 -43
26987 21684 27
26987 21756 16
26987 27336 -48
26988 6115 48
26988 12597 -60
26988 14711 56
26988 19692 -18
26988 28235 -16
26989 10042 32
26989 18200 83
26989 19587 17
26989 22968 -71
26990 23917 -53
26991 21314 44
26991 21709 -61
26991 25798 -1
26992 22117 20
26993 3809 -99
26993 23638 9
26994 5235 -37
26994 7156 -20
26994 9243 31
26994 27985 15
26994 29246 20
26995 9399 -84
26995 14739 13
26995 21243 88
26995 25247 -31
26995 25301 -82
26995 26923 64
26996 10077 32
26996 10595 35
26997 738 82
26997 10651 -71
26998 4945 -69
26998 22836 43
27000 453 81
27000 14389 83
27001 2470 -92
27001 12153 -50
27001 14346 -3
27001 15213 -15
27002 19613 16
27002 20702 -12
27002 23806 56
27003 722 34
27003 3171 99
27003 7132 -24
27003 16132 81
27003 24260 3
27003 27028 60
27004 12541 -9
27004 20539 -45
27005 1883 16
27006 13863 22
27006 22289 -74
27006 26030 90
27006 28710 44
27007 25372 -40
27008 4581 34
27008 12040 57
27008 19560 -4
27008 23572 -22
27008 27488 -68
27008 28180 -93
27009 1481 -71
27009 6179 -60
27009 9234 -54
27009 18335 71
27009 20651 -97
27009 28929 12
27010 15141 71
27011 11765 -98
27011 21902 94
27011 24904 100
27011 25878 -63
27011 28830 -6
27012 5889 -57
27012 16469 41
27012 26030 100
27012 28519 68
27013 7724 -68
27013 9678 -25
27013 18773 2
27013 21918 -57
27013 24080 -26
27014 26019 24
27015 354 -100
27015 5562 -4
27015 10005 -92
27015 13052 -39
27015 16001 -42
27015 17085 -49
27015 25958 -54
27016 16674 34
27016 19737 -9
27017 13022 78
27017 14054 56
27017 19248 -27
27017 22449 55
27017 26304 90
27018 8281 36
27018 21662 -86
27018 23346 -94
27018 27210 -27
27019 29710 15
27020 12769 -98
27020 15373 25
27020 25014 94
27021 3258 23
27021 22894 -78
27021 25758 -30
27022 4824 -4
27023 3655 -81
27023 27310 -11
27024 13706 -1
27025 6133 -73
27025 6384 -16
27026 3162 44
27026 12341 31
27026 16334 3
27026 17084 32
27026 19301 -36
27027 3562 81
27027 5368 29
27027 9319 48
27027 24286 -60
27028 6783 98
27028 8787 -16
27028 25693 74
27029 4548 14
27029 8588 14
27029 13628 -94
27029 19244 97
27030 6007 -32
27030 15651 92
27030 17499 57
27030 22415 84
27030 24334 96
27030 28047 9
27031 8558 -86
27031 15195 -29
27031 21112 52
27031 27439 8
27031 29554 -13
27032 19396 43
27032 22606 83
27033 1115 -94
27033 1627 75
27033 6399 63
27033 6875 2
27033 12457 -39
27033 25200 10
27033 25462 48
27034 1761 77
27034 2122 -80
27034 13503 21
27034 19131 15
27034 21964 -8
27035 22583 -25
27035 24475 -8
27036 8159 34
27036 23023 -52
27036 27687 39
27036 29551 47
27037 239 68
27037 11395 -65
27037 11974 27
27037 14833 -43
27037 25161 65
27037 25329 -62
27037 26271 3
27038 24944 55
27039 26137 93
27040 14558 75
27041 908 72
27041 16895 -43
27041 20262 -33
27041 24765 55
27043 5530 53
27043 16019 -100
27044 6724 -39
27044 13436 -50
27044 22539 99
27045 1076 2
27045 9382 -32
27045 10054 30
27046 3899 32
27046 20200 37
27046 27458 16
27046 28644 68
27047 12538 4
27047 18922 -70
27047 25251 -77
27048 2227 90
27048 4440 15
27048 6854 -32
27048 19296 -75
27048 28726 -56
27050 4878 -77
27050 7183 89
27050 25644 61
27050 25838 -61
27051 1083 -16
27051 5964 -18
27051 10304 -96
27051 16184 68
27051 17681 -75
27051 22124 -75
27051 27523 -86
27052 624 -88
27052 21613 -48
27053 2740 96
27053 26490 100
27053 28682 -14
27054 4264 -70
27054 6194 -15
27054 17952 -71
27054 26690 95
27055 2496 29
27055 8608 70
27055 21924 -27
27055 24281 78
27055 28677 53
27056 3651 47
27056 6393 81
27056 20880 40
27056 23009 27
27057 5723 -14
27057 16941 92
27057 20038 82
27058 7066 -43
27058 10517 44
27059 181 -93
27059 1278 -20
27059 19170 -98
27059 29824 -84
27060 3672 29
27060 14644 -17
27060 18749 -53
27061 575 28
27061 4798 -64
27061 6341 23
27061 23603 3
27061 24611 -58
27061 26231 45
27062 1871 63
27062 11263 56
27064 8613 57
27064 15285 20
27064 16249 -63
27064 17969 6
27064 18079 -55
27065 12061 -17
27065 12847 81
27065 15279 73
27066 16012 84
27066 29250 -49
27066 29572 -53
27067 1760 -19
27067 7548 57
27067 9478 -92
27068 19251 -29
27068 28724 53
27069 408 -42
27069 9189 34
27070 7798 24
27070 28402 -91
27071 6995 63
27071 11621 78
27072 1443 -20
27072 13366 -42
27072 22623 -60
27072 29682 49
27073 11543 86
27074 6880 -10
27074 9009 40
27074 26786 5
27075 3654 -78
27075 14875 65
27075 21281 65
27075 25532 -44
27076 9624 19
27076 16474 9
27077 3788 -91
27077 9191 28
27077 14353 -42
27077 23593 2
27078 4758 -60
27079 8605 -90
27079 17682 -4
27079 24649 68
27079 25100 76
27079 28107 21
27080 4971 28
27080 8559 5
27080 22390 -32
27081 8647 -100
27081 11604 25
27081 19425 48
27081 20206 91
27081 21546 -68
27081 22006 -1
27081 28920 33
27082 3764 -16
27082 13750 -63
27082 21858 70
27082 27161 -23
27082 29553 13
27083 4807 -40
27083 16770 -77
27083 17982 -64
27084 2871 31
27084 4815 -46
27084 7115 -31
27084 14392 56
27084 18966 63
27084 21691 38
27086 3856 -81
27086 9502 -83
27086 15390 31
27086 16405 21
27087 1095 85
27087 6305 44
27088 9324 15
27088 10035 23
27088 16377 -46
27088 27099 38
27089 23656 46
27090 254 43
27090 11168 15
27090 18726 98
27090 19326 4
27090 25856 57
27091 278 36
27091 16980 -17
27092 3013 26
27092 6541 48
27092 6775 -64
27092 29715 -34
27093 385 -44
27093 2461 -81
27093 2573 -72
27093 20330 -16
27094 7935 -34
27094 9234 -27
27094 12125 -62
27094 26356 6
27094 26444 68
27094 27052 87
27094 27737 -78
27095 5420 -12
27095 25765 -8
27096 1955 8
27096 3953 76
27096 17084 97
27096 17245 -36
27096 22987 45
27096 29534 68
27097 6933 -70
27097 8634 -75
27097 24387 41
27098 15951 9
27098 22931 79
27099 7381 100
27099 19642 -94
27099 22354 70
27100 4176 92
27100 13701 -38
27102 2712 -12
27102 2865 17
27102 11136 39
27102 11604 -83
27102 13973 -81
27102 17394 39
27103 1619 2
27103 2036 94
27103 20785 -36
27103 25240 22
27104 1826 13
27104 11885 -77
27105 10873 -24
27105 19575 24
27105 20202 82
27105 21102 -29
27106 28584 -40
27107 8473 70
27107 19172 -67
27108 1572 -61
27108 3308 -75
27109 6407 44
27109 13126 19
27109 24101 85
27110 7268 39
27110 7587 -70
27110 12053 -86
27110 12669 72
27110 15188 -49
27111 10341 57
27111 24000 -44
27112 2882 -57
27112 3486 -4
27112 7182 -35
27112 16313 94
27112 25746 -28
27112 26149 -100
27113 977 67
27113 11431 63
27113 14720 5
27113 17421 -28
27113 18329 38
27113 23836 -67
27114 8082 18
27114 19764 -31
27114 19958 -8
27114 27070 -14
27114 28375 -17
27115 8388 -15
27115 10237 93
27115 17409 -27
27116 1397 83
27116 5098 -30
27116 13434 4
27116 20705 85
27116 21599 87
27117 6277 -89
27117 9335 -3
27117 12465 96
27117 14637 -14
27117 17626 76
27117 26750 -32
27117 27475 68
27117 28737 28
27117 29142 77
27118 4090 -64
27118 6798 90
27118 18517 -20
27119 830 -69
27119 16275 -6
27120 6594 69
27120 9267 -53
27120 27854 -10
27120 29977 -22
27122 2211 16
27122 2877 93
27122 8292 -85
27122 9444 -63
27122 14507 5
27122 16615 -15
27122 28556 34
27123 4262 -31
27123 15670 -81
27123 25671 67
27123 26450 -85
27123 29896 27
27124 14362 -64
27124 21223 8
27124 22643 89
27124 27348 -17
27125 9610 31
27125 12068 -74
27125 14819 -37
27125 28025 -15
27125 28667 25
27127 15997 -28
27128 15032 -83
27129 4142 -3
27129 20441 -48
27129 23803 -10
27129 29408 44
27130 5777 -82
27130 6146 46
27130 10833 78
27130 11530 50
27130 23447 -53
27131 29520 99
27132 56 96
27132 1074 -97
27132 14656 -26
27132 22663 -30
27133 288 99
27133 1265 79
27133 9308 -55
27133 13055 34
27133 16223 -94
27133 16729 -33
27134 5980 89
27134 8919 75
27134 13462 88
27134 24096 93
27135 1328 95
27135 20911 3
27136 7985 -14
27136 11085 59
27136 17599 77
27137 1397 35
27137 3797 -92
27137 23756 -94
27137 25784 63
27138 22181 6
27138 27898 99
27138 28874 21
27139 17397 53
27139 21116 -14
27139 24950 56
27140 859 91
27140 5534 11
27140 6739 -61
27140 20318 -73
27140 24796 -66
27141 544 -77
27141 2849 -76
27142 1001 -57
27143 6963 -94
27143 12063 88
27143 22745 70
27144 17164 65
27145 6363 44
27145 11405 -81
27145 13512 -9
27145 16503 -47
27145 20649 45
27145 29337 -74
27146 7887 24
27146 10576 -12
27146 17633 -55
27147 15401 -47
27147 15909 -93
27148 9418 -90
27148 29341 83
27149 378 69
27149 2008 32
27149 10304 86
27149 11644 -47
27149 18638 -9
27150 14526 -89
27150 24040 15
27150 24428 -99
27151 5493 27
27151 7900 -64
27151 13662 2
27152 766 -84
27154 1114 54
27154 7973 -70
27154 21866 41
27155 3135 4
27155 16005 -80
27155 21763 -40
27156 13840 95
27156 19318 -42
27156 28824 -44
27157 7011 99
27157 18249 -50
27157 22694 48
27158 584 15
27158 2463 -95
27158 12997 34
27158 22906 66
27159 358 -100
27159 4531 68
27159 9875 -76
27159 11540 96
27159 17179 44
27160 27959 -33
27160 29048 -21
27160 29193 44
27161 11483 22
27161 27566 -42
27162 6787 43
27162 26923 14
27162 28771 97
27163 481 17
27163 12499 26
27163 22702 71
27164 1403 -73
27164 4581 70
27164 7087 -33
27164 7939 -68
27165 2884 -50
27165 13134 89
27165 21998 -62
27166 5225 -52
27166 26247 16
27166 26284 -16
27166 28974 -22
27166 29269 -5
27167 7659 -17
27167 10777 -89
27167 28947 35
27168 3205 51
27168 4717 77
27168 6409 -64
27168 6723 -10
27168 13858 -30
27168 17658 -34
27168 23581 -6
27168 28570 59
27168 29260 -74
27169 7092 22
27169 8466 -83
27169 20725 18
27169 22144 32
27169 23573 -44
27169 25813 -99
27170 4314 -74
27170 17614 81
27170 27135 -11
27171 15593 -89
27171 23029 -82
27171 23960 -16
27171 25449 34
27171 26228 -3
27172 2875 -37
27172 9477 26
27172 18802 21
27173 6418 3
27173 9216 54
27173 20905 16
27173 22889 62
27173 25171 -21
27173 28589 12
27175 810 -63
27175 15263 99
27175 18407 -40
27175 29892 -81
27175 29992 70
27176 3054 69
27176 12306 -41
27177 3055 30
27177 24939 -59
27178 744 -26
27178 2095 -9
27178 14543 -54
27178 19883 -24
27178 20361 -2
27178 23956 -18
27178 25267 49
27178 26128 -38
27179 6791 -99
27179 20069 7
27180 5471 23
27180 7024 20
27181 4686 -20
27181 27755 -7
27183 8495 -42
27183 23093 -47
27183 26793 79
27184 12613 62
27185 10811 100
27185 18999 13
27186 6594 85
27186 7334 94
27186 8145 -48
27186 22163 93
27186 29195 92
27187 12343 74
27187 19550 66
27188 990 75
27188 6941 95
27188 8542 -16
27188 14504 -60
27188 23796 77
27189 7067 66
27189 7233 52
27189 12765 93
27190 258 -7
27190 3602 -88
27190 8121 -48
27191 13693 -5
27191 14829 -78
27191 26111 -31
27191 29981 -55
27192 21566 -3
27192 24785 -22
27192 28817 -17
27193 6847 -63
27193 7223 43
27193 12267 67
27193 19574 -29
27193 26563 -28
27194 914 -63
27194 5480 56
27194 7627 -33
27194 18427 16
27194 24958 84
27195 12896 -23
27195 15074 -31
27196 7493 44
27196 8214 -47
27196 21846 9
27196 27278 -81
27197 10574 50
27197 17757 -68
27197 20228 -47
27197 27487 12
27198 6126 -79
27198 24955 -69
27198 27916 32
27198 29488 59
27199 21291 90
27200 4629 29
27200 9120 74
27201 6355 -82
27201 17504 84
27201 17906 -41
27201 22253 -3
27202 3926 -35
27202 4393 -29
27202 5183 86
27202 7898 -34
27202 9582 -41
27202 14126 -51
27202 24365 98
27203 4673 24
27203 14153 15
27203 21393 59
27203 22026 91
27203 27410 56
27204 4814 11
27204 7134 23
27204 9572 70
27204 10506 92
27204 23460 37
27204 23659 85
27204 25339 -69
27205 5067 -32
27205 18844 57
27205 19736 82
27205 20094 23
27205 23238 72
27205 29086 6
27206 2717 -69
27206 9219 43
27206 21374 -80
27206 23496 59
27207 6022 -51
27207 7726 -27
27208 4955 21
27208 28082 -91
27209 16759 -27
27209 20724 74
27210 17326 -62
27210 21677 64
27211 4701 -79
27211 5774 45
27211 7154 -31
27211 22985 56
27211 27075 23
27212 5628 -76
27212 9175 63
27212 19513 27
27213 3440 16
27213 3481 17
27213 4483 -99
27213 4621 6
27213 10590 -46
27213 21753 71
27213 22795 -40
27214 11322 -41
27214 22308 -44
27214 26508 78
27215 8007 100
27215 18927 23
27215 23008 67
27215 29476 5
27216 15836 22
27217 1849 41
27217 11359 -84
27217 13353 -11
27217 16182 -89
27217 23575 -35
27217 28089 19
27218 6109 9
27218 10244 -94
27218 28837 -35
27219 8449 -92
27219 11415 -8
27220 7260 -18
27220 11797 -96
27220 12639 84
27220 13181 26
27220 14275 88
27220 14499 37
27220 20225 -31
27221 1151 -87
27221 9408 -55
27221 13113 98
27222 3072 -38
27222 3952 28
27222 12330 -84
27222 19372 90
27223 10725 40
27223 24200 73
27223 26870 -97
27224 3585 -25
27224 4315 -32
27224 9727 -16
27224 13570 11
27224 18855 -9
27224 23196 -89
27225 7726 -97
27225 14577 72
27225 17186 -77
27225 17927 64
27225 18222 -60
27225 18645 38
27226 5548 98
27226 6747 -23
27226 11981 44
27226 15677 -38
27226 17096 98
27226 28836 -71
27227 8033 24
27227 25045 -9
27228 8898 37
27228 16519 55
27228 21132 -39
27228 27620 -65
27229 12379 33
27229 22208 -19
27229 29242 -17
27230 5127 -95
27230 6809 -23
27231 4644 -20
27231 9496 93
27231 21351 35
27232 1611 32
27232 12861 -74
27233 4165 36
27233 14667 -83
27233 24186 9
27233 27750 86
27235 1030 -2
27235 14995 44
27235 18706 -69
27236 634 -45
27236 944 87
27236 10718 34
27236 23304 15
27237 4631 87
27237 10387 -63
27237 15691 -40
27237 25787 -74
27237 26964 75
27238 4496 30
27238 20843 9
27238 21202 51
27238 22276 81
27238 22664 -10
27239 12213 88
27239 23265 19
27239 25864 -71
27239 29493 79
27240 16919 -31
27240 18699 -79
27241 1272 6
27241 18586 -71
27241 29754 -27
27242 3249 97
27242 4960 -88
27242 13057 50
27242 23238 54
27243 17268 -38
27243 18862 -48
27243 28821 38
27243 29515 35
27244 2292 84
27244 2956 5
27244 3876 -15
27244 10797 -83
27244 13215 23
27244 19435 50
27244 26860 -60
27245 12874 71
27245 16833 -9
27245 19088 42
27245 22743 54
27246 21803 -49
27247 19481 71
27248 10373 14
27248 16533 -22
27248 21083 6
27248 21903 44
27249 6664 -59
27249 11449 -5
27249 20566 33
27250 21130 93
27250 25364 -43
27251 2777 -34
27251 19949 -38
27251 21801 98
27251 27422 -58
27252 1613 -71
27252 6127 -89
27252 6164 81
27252 15367 -26
27252 19597 86
27252 23171 -70
27253 25590 60
27254 6633 78
27254 19397 18
27254 20860 -73
27254 26618 51
27254 28040 -37
27255 1054 -74
27255 2889 91
27255 14800 -5
27255 19916 -50
27255 20444 4
27255 20874 -74
27255 25507 75
27256 9257 -97
27256 17137 55
27256 18589 25
27257 9168 -21
27257 25946 25
27258 13551 70
27258 24398 7
27259 465 -29
27259 15976 -21
27259 26979 92
27259 28930 -59
27260 11123 48
27260 13712 -2
27260 22422 -36
27260 26062 -68
27260 27862 6
27260 28411 -37
27261 971 50
27261 9737 7
27261 15421 -26
27262 16312 43
27262 20723 -78
27262 22241 68
27264 7008 4
27264 14458 24
27264 27070 24
27266 122 95
27266 23854 57
27266 28064 30
27267 20387 -28
27268 3995 16
27268 7727 -22
27268 14056 93
27269 14789 -53
27270 21642 76
27271 5773 -30
27271 8662 -32
27271 9545 78
27271 9644 -78
27271 19175 35
27271 27541 18
27272 7321 72
27272 7893 -94
27272 12163 99
27272 15426 5
27272 16348 37
27272 21945 8
27273 20796 -10
27273 22060 26
27274 15979 79
27274 20723 22
27275 26949 -93
27275 28756 -30
27276 8769 -2
27276 21675 -13
27278 7292 -42
27278 9230 99
27278 17624 56
27278 18000 90
27278 29968 -64
27279 2875 -21
27279 6968 -59
27279 29586 -23
27280 24301 49
27281 5985 -55
27281 6128 -72
27281 16610 -83
27281 29892 13
27283 11752 -47
27283 13410 -97
27283 18395 -27
27283 23224 -37
27283 24296 67
27284 4815 -80
27284 27879 94
27285 2348 -3
27285 10309 -21
27285 12565 26
27285 19440 -57
27286 6965 31
27286 24800 -74
27287 21663 97
27287 24459 77
27288 7585 5
27288 7655 84
27288 21452 92
27288 23297 -15
27288 23948 -40
27288 24126 90
27289 17278 -54
27289 21631 53
27289 22303 -51
27290 5162 49
27290 21263 -24
27290 22354 60
27290 22845 -68
27290 25360 41
27290 25932 93
27291 10917 -43
27292 8939 77
27292 11266 24
27292 23516 -84
27293 26832 -67
27294 11173 9
27294 24040 38
27294 27390 -77
27295 741 -64
27295 25596 -20
27296 2315 -85
27296 7238 -6
27296 29346 -31
27297 7047 77
27297 20640 19
27297 21787 -9
27297 23030 -80
27298 3832 38
27298 14346 59
27298 18488 -17
27299 15535 -90
27299 21593 -18
27300 1218 7
27300 23711 -30
27301 6455 -79
27302 3978 61
27302 11995 40
27302 15255 22
27302 29947 -51
27303 22657 -97
27303 25776 8
27303 26128 73
27304 1770 -34
27304 24933 48
27304 27625 62
27305 2321 10
27305 2343 -44
27305 17391 72
27305 26885 -32
27306 8586 68
27306 18975 66
27306 24641 -51
27308 661 91
27308 5191 -68
27309 3656 32
27309 5061 -28
27309 12960 -52
27309 13233 12
27309 21640 -35
27309 24725 -33
27310 4806 91
27310 6105 90
27310 15970 20
27310 17581 74
27310 22955 7
27310 29608 -29
27311 1446 -100
27311 13675 74
27311 13989 -100
27311 16007 -35
27311 22072 19
27311 23539 15
27311 24757 -89
27312 6477 65
27312 7673 -92
27312 8012 6
27312 17125 74
27312 20142 -62
27312 21235 -92
27312 27357 -41
27313 806 -74
27313 1756 -63
27313 5774 -7
27313 10326 67
27313 10698 64
27313 16551 5
27313 17493 -89
27313 20530 19
27314 10704 -21
27314 16620 85
27314 25891 79
27314 26035 -17
27314 29700 -77
27315 3289 32
27316 2813 -7
27316 7700 -48
27317 6960 -25
27317 29083 -20
27318 3273 -86
27318 26435 54
27319 10788 10
27319 16821 97
27319 24449 -69
27319 26531 86
27320 9171 -57
27320 17995 68
27320 19499 -15
27320 21171 20
27320 25484 72
27320 28356 41
27321 11290 -42
27321 12727 1
27322 1543 -55
27322 11043 -88
27322 11354 -66
27322 25252 -67
27323 91 22
27323 14510 27
27323 21572 -12
27323 23309 -70
27324 10861 -47
27324 14049 -76
27324 17059 59
27324 18121 -80
27324 24086 37
27324 29988 94
27325 4031 -93
27325 13784 -77
27325 22922 -55
27326 12101 -86
27326 25145 -52
27326 28442 87
27326 29735 58
27327 17752 -52
27329 4279 -44
27329 6633 -13
27329 9079 -57
27329 11140 98
27329 16160 71
27329 27313 64
27329 28631 -43
27330 2276 96
27330 20054 51
27330 21278 80
27331 8835 -3
27331 20123 99
27331 20699 68
27331 25635 -93
27331 27502 1
27332 1221 -67
27332 1490 -69
27332 5582 -45
27332 16016 -90
27332 20298 45
27332 21869 24
27332 27556 41
27333 4256 48
27333 27196 -39
27334 18829 17
27334 22995 96
27335 2342 38
27335 12176 -8
27335 20570 88
27335 26780 -98
27336 3099 64
27336 14762 32
27337 17274 -73
27337 24154 -29
27338 961 43
27338 2727 -83
27338 9350 34
27338 15996 83
27339 6663 45
27339 7211 81
27339 15951 -87
27339 17794 -4
27339 21049 -63
27339 23682 -88
27340 4355 26
27340 7080 -53
27340 7473 57
27340 7935 20
27340 9039 40
27340 14516 -21
27340 14606 -51
27340 19388 -87
27340 24456 73
27342 4346 -33
27342 13314 12
27342 27750 -33
27343 4037 -59
27343 20189 62
27343 25659 -80
27344 20945 -3
27344 23819 5
27345 11537 -26
27345 11847 19
27346 3906 10
27346 11768 71
27346 15729 -7
27346 21756 90
27346 23358 -95
27347 19232 69
27347 21250 9
27347 26476 -65
27348 7409 -77
27349 22633 -92
27349 26212 -34
27350 2335 -10
27350 8002 46
27350 21959 -82
27350 22589 -55
27350 26719 50
27351 506 -34
27351 6309 -98
27351 10760 -11
27351 26464 99
27351 29885 -93
27352 28412 -25
27353 14373 -66
27353 17391 45
27353 21509 -20
27355 14262 97
27355 17745 64
27355 19235 -84
27355 24326 82
27355 27144 97
27356 4871 8
27356 21873 89
27356 22654 -41
27356 22774 -74
27356 25368 -25
27356 29435 3
27357 17560 -50
27357 28720 100
27358 13310 66
27358 21314 57
27359 11259 21
27359 19013 -34
27359 25741 60
27360 5017 -80
27360 10566 53
27360 27231 7
27361 1601 -81
27361 20074 -23
27361 20903 -82
27361 22665 14
27361 23861 -11
27362 1723 52
27362 7378 -55
27362 7514 19
27362 12554 42
27362 24090 -31
27363 5027 90
27363 8734 17
27363 15425 -18
27363 21947 -78
27363 28567 18
27364 18991 98
27364 21282 49
27365 29145 -41
27366 15111 -43
27368 1054 97
27368 15177 -39
27369 6513 19
27369 21499 -9
27370 7066 -87
27370 14422 50
27371 2213 -78
27371 3067 -92
27371 3603 52
27371 9936 47
27371 12161 -12
27371 20960 -35
27371 21772 81
27372 1902 -59
27372 3506 -12
27372 14347 -29
27372 21096 50
27372 25527 65
27373 6678 24
27373 20165 32
27373 23596 32
27373 25469 60
27374 2880 26
27374 9712 -85
27374 17773 36
27374 27805 92
27375 499 -47
27375 3913 2
27375 17207 42
27375 28739 -96
27377 845 84
27377 8305 -3
27377 16506 -3
27377 24534 -44
27378 4690 26
27378 8273 94
27378 28185 -69
27378 28948 89
27379 4606 -15
27379 16732 45
27380 5701 -75
27380 9959 10
27380 10953 1
27380 13850 53
27381 7503 5
27382 12394 17
27383 19609 -2
27384 10397 -80
27384 13009 -16
27384 16732 -66
27384 20522 59
27384 22509 -60
27384 28514 -91
27385 1181 44
27385 2417 57
27385 4162 58
27385 28798 -9
27386 7516 -43
27386 11879 22
27386 27031 -83
27387 1637 69
27387 7652 70
27387 9860 97
27388 27639 34
27388 29504 26
27389 19628 21
27389 19999 100
27389 29807 -38
27390 4991 58
27390 9412 -63
27390 18015 -100
27390 20799 -85
27391 3225 -17
27391 7833 57
27391 29098 -39
27392 7512 -97
27392 21052 -75
27392 23390 -54
27393 10470 -69
27393 12481 -63
27393 12889 4
27393 14293 1
27393 14744 -99
27394 8404 -56
27394 9701 -24
27394 19206 -80
27394 19738 -79
27394 27778 -85
27395 4973 -94
27395 7952 41
27396 5940 79
27396 6784 96
27396 8416 66
27396 13223 16
27396 15050 -78
27396 23463 -19
27397 13012 62
27397 13160 8
27397 22122 -63
27397 22161 -36
27397 22989 8
27398 9316 -94
27398 10099 -5
27398 18962 -82
27398 22667 -6
27399 100 -81
27399 475 72
27399 5732 -62
27399 7578 -1
27399 12537 -6
27399 21925 28
27400 1103 -42
27400 3794 46
27400 7290 56
27400 7694 91
27400 14533 85
27400 15845 -5
27401 1112 -34
27401 15315 -30
27401 21384 45
27401 23232 -32
27401 25438 44
27401 27016 33
27401 28781 -64
27402 407 42
27402 2601 -96
27402 16283 99
27402 25188 79
27402 26607 -10
27402 28728 -52
27403 2760 -2
27403 21246 -33
27403 25294 81
27404 13009 -18
27404 20871 68
27404 22110 -9
27405 28600 27
27406 4151 -9
27406 9039 -90
27406 10949 30
27406 19231 74
27406 23951 43
27406 29842 -23
27407 5788 58
27407 6447 50
27407 10292 84
27407 14727 -43
27407 27723 -90
27408 2837 36
27408 8979 13
27408 14168 -32
27408 23901 -78
27408 26388 -25
27409 2327 -22
27409 9334 -56
27409 20206 29
27409 20253 -50
27409 21043 -43
27410 4102 59
27412 3943 84
27412 6610 57
27412 21593 -31
27412 25894 -18
27413 5262 -13
27413 10330 21
27413 14675 67
27413 25633 -67
27414 932 -27
27414 18872 86
27414 22182 87
27414 23227 -40
27415 7047 71
27415 9405 -87
27415 22771 -83
27417 213 37
27417 2807 5
27417 4707 38
27417 16866 -78
27417 26863 -72
27418 4441 -50
27418 15709 60
27418 21445 8
27418 24216 -73
27418 25382 45
27419 17844 -94
27419 24900 -27
27420 282 42
27420 6639 24
27420 13777 -33
27420 16863 -89
27420 27118 97
27421 4877 -58
27421 24652 -2
27422 5538 -40
27422 7454 38
27422 17656 1
27422 18999 -21
27422 23312 -47
27422 26561 26
27423 4112 64
27423 21495 -42
27423 22954 -37
27423 24198 96
27424 7711 -28
27424 9057 92
27424 13964 96
27424 24845 61
27425 6191 51
27425 18830 -71
27425 22439 87
27426 5065 33
27426 5733 80
27426 22494 -39
27427 4606 39
27427 21184 -86
27427 27707 20
27428 28015 -37
27429 2847 26
27429 2951 -20
27429 4791 27
27429 16456 -36
27430 12555 89
27430 15799 -55
27431 2008 -17
27431 3809 66
27431 9032 -27
27431 9301 19
27432 20141 64
27432 20442 -10
27432 20490 50
27433 18072 22
27434 3996 85
27434 7612 59
27434 19542 -57
27434 19624 -54
27435 24103 -87
27435 24856 -98
27436 2288 -92
27436 7272 41
27436 27923 -99
27437 4573 10
27437 6709 -59
27437 14136 -11
27437 16132 -8
27437 22792 24
27437 23387 -28
27437 24880 -85
27438 12067 31
27438 16152 32
27438 26044 58
27439 8474 1
27440 2498 63
27440 7847 -7
27440 16047 65
27440 17787 77
27440 20982 -6
27441 9024 3
27442 819 66
27442 19054 26
27442 22126 57
27442 23531 99
27442 24666 48
27442 29052 -99
27442 29196 53
27443 1208 -28
27444 18786 -26
27444 24475 -79
27444 29702 -28
27445 8897 -40
27445 28875 -54
27446 7732 66
27446 8727 -61
27446 10706 10
27446 25390 28
27447 2997 -92
27447 3396 74
27447 24992 24
27448 14246 -65
27449 5572 -8
27449 22844 90
27451 5128 4
27451 14762 -59
27451 15776 72
27451 27020 -21
27452 4448 -30
27452 6510 47
27453 1617 100
27453 3010 -31
27453 8145 -22
27453 10892 -66
27453 19038 -6
27453 27710 89
27454 3174 46
27454 5662 -54
27454 15388 51
27454 29142 40
27455 13063 72
27455 16214 -20
27455 29737 -47
27456 816 58
27456 6783 -100
27456 14401 69
27456 22878 63
27457 3239 26
27457 4742 94
27457 13631 6
27457 16794 79
27457 21108 -69
27457 24448 29
27458 181 50
27458 9394 20
27458 11680 86
27458 21747 80
27459 2671 14
27459 4036 -71
27459 7218 -63
27459 13304 10
27459 22444 -67
27459 29379 -3
27460 5042 -71
27460 7979 -77
27460 8684 39
27460 9770 52
